,Node degree,Betweenness centrality,Eigenvector centrality,Closeness centrality,Betweenness/Node degree
EEF1A1,229,0.0025974945500416703,0.068171878183942,0.49175616396914235,1.1342770960880656e-05
EEF1A2,67,0.0008935295651852469,0.021828592660438635,0.433987451608597,1.3336262166943984e-05
EEF1B2,55,0.00019570694778092443,0.02397447215847753,0.4434592824989769,3.558308141471353e-06
SLC25A4,22,3.384767697831804e-05,0.007234015953424739,0.3903698366954851,1.538530771741729e-06
SLC25A6,65,0.0007322389097320334,0.018135454142165303,0.4452204875376609,1.1265213995877437e-05
PKM,133,0.00131748280879452,0.04115841160480627,0.47822889085025005,9.905885780409925e-06
TTPA,2,1.7205932771118638e-06,0.0007117011535661496,0.3488571735164717,8.602966385559319e-07
IL25,1,0.0,0.0001442605024523956,0.29629967189208894,0.0
FBL,111,0.0003180261808075556,0.042979401386615976,0.45108921881504094,2.8651007279959965e-06
TUBB4B,99,0.00031341363875685163,0.038359134295635935,0.4689167748449445,3.165794330877289e-06
TUBA1C,126,0.0009060669973684458,0.037999655163704946,0.45931053970048036,7.191007915622586e-06
VIM,145,0.0016326207893644453,0.03589892493022699,0.4731480133896085,1.1259453719754796e-05
SRP9,28,5.991463734886166e-05,0.004541854638114807,0.38269570335491465,2.139808476745059e-06
SSRP1,65,0.00020438840865509247,0.020758570872497595,0.4346837812541784,3.1444370562321917e-06
CDK1,146,0.0017317605876963661,0.035624435217361895,0.4661600229423573,1.1861373888331274e-05
CCNB1,76,0.00045200061158784616,0.01633259682032892,0.4287786863624374,5.947376468261133e-06
MCM2,458,0.01238408152626811,0.10482852077712872,0.5133428075161851,2.7039479314995876e-05
ORC1,22,2.673203688709267e-05,0.00504427879743935,0.3792138108013531,1.2150925857769394e-06
POLD1,41,0.00014665193014186135,0.012591554735365752,0.41583525198260424,3.5768763449234473e-06
EZH2,150,0.0013521451467835251,0.03458980796350435,0.4681065514758819,9.014300978556835e-06
USP9X,83,0.0007690114664437867,0.02050705131856571,0.455449705799944,9.265198390888997e-06
PELP1,45,0.00010339836804083192,0.015766828081008943,0.4338716135059389,2.297741512018487e-06
TOPBP1,31,3.9924872403357115e-05,0.007544462536244655,0.4007149020091212,1.2878991097857133e-06
HSPA4,198,0.0027394712951768953,0.048253947070037405,0.49160743989112354,1.3835713612004522e-05
DNMT1,57,0.00015331176246003304,0.014713993124831883,0.43743272335844996,2.6896800431584743e-06
TFCP2,26,0.00012721215211764617,0.004457767338370152,0.39348825950133137,4.892775081447929e-06
NOTCH1,108,0.0011588132324947362,0.021056937086641483,0.4677024888505251,1.072975215272904e-05
CARM1,57,0.0002971445473570137,0.016690141064935878,0.43737387326785954,5.213062234333574e-06
PRMT1,81,0.0004229187156931662,0.0285532018725613,0.44946771740633207,5.221218712261311e-06
CDC37,145,0.002051948175117554,0.031856811059033055,0.46966194741404216,1.415136672494865e-05
NFKBIA,78,0.0004894054093689781,0.01635194072863784,0.4406940490714383,6.274428325243309e-06
NFKBIZ,4,6.352526365738982e-07,0.0005965536738364574,0.3360901478341776,1.5881315914347455e-07
ANXA4,18,0.00010124468754972353,0.0024090952064660005,0.3769275362318841,5.624704863873529e-06
MYD88,29,9.207964987984904e-05,0.004686248934659559,0.38878258789763215,3.17516034068445e-06
CUL5,188,0.001854198493671389,0.05867703416415949,0.47252906976744186,9.862757945060579e-06
CDK9,113,0.0009867794308701802,0.028819577285956563,0.4547489159322982,8.732561335134337e-06
NFATC2,94,0.00044482633452011457,0.020477968977104553,0.4373150390099543,4.732195048086325e-06
FGFR1,45,0.0004694939844416821,0.00693701971840878,0.42546787069755265,1.0433199654259603e-05
FGFR2,46,0.0005484050312733389,0.003920076154202915,0.39396509936984975,1.192184850594215e-05
CCNE1,55,0.0001325126293026926,0.011738913432457585,0.4132977370963641,2.4093205327762294e-06
CDC25B,55,0.0002034647763253407,0.010807169220379635,0.4173834895365259,3.699359569551649e-06
PHB2,102,0.0007338254857649544,0.024664139188592903,0.4450376454483231,7.194367507499553e-06
RNF2,320,0.005793948052565749,0.06935804946143427,0.4957304056114669,1.8106087664267964e-05
UBE2I,227,0.0042067535258964,0.039727417510963856,0.4797815820543093,1.853195385857445e-05
MAPK11,19,3.493453113173224e-05,0.004733371872348917,0.3942517584283289,1.838659533249065e-06
NFATC4,11,9.908321144628469e-06,0.0018079790537309324,0.36074123391034174,9.007564676934972e-07
MTA1,46,0.00044713293459884253,0.01182474862274096,0.4371386311684819,9.72028118693136e-06
EHMT1,23,2.657172984381844e-05,0.004767339806732146,0.38359882005899704,1.1552926019051497e-06
SUV39H1,75,0.0009692711985165583,0.012377676350918052,0.4159948816378759,1.2923615980220778e-05
RPS27L,51,4.703019230474134e-05,0.01957880811169937,0.4017051773137279,9.221606334263007e-07
RPS27,95,0.00019669925154399483,0.03719784061844457,0.4394430927277643,2.0705184373052086e-06
NFE2,14,2.436152075114292e-05,0.0019064615894404482,0.36094148995225933,1.7401086250816372e-06
TADA2A,66,0.0002777503713760534,0.01427051892220134,0.4165812403895438,4.208338960243233e-06
ADRB2,122,0.002119587783372719,0.025055005595373887,0.44822831931614504,1.737367035551409e-05
WDR77,62,0.0002697439648456103,0.018720455115912093,0.44015705388572973,4.350709110413069e-06
PRMT5,93,0.000589842655740202,0.025273942666237486,0.44327788382874284,6.342394147744107e-06
SIVA1,19,0.00018298085232742052,0.003942457660525704,0.39482632985183386,9.630571175127395e-06
RCHY1,41,0.00022320284316390042,0.007886200100791338,0.406985478217326,5.443971784485376e-06
SKP1,117,0.0010152988362703605,0.02859279059696646,0.45814543404735064,8.677767831370602e-06
CUL7,380,0.005016088415556311,0.09169719288513656,0.5009244992295839,1.3200232672516608e-05
FBXW8,35,7.028205364813628e-05,0.011198326014230688,0.41361323155216284,2.008058675661037e-06
UBE2D1,112,0.0010481085098940717,0.021205421585842186,0.45146507429523675,9.358111695482783e-06
STK4,42,0.00023252677840993443,0.007660639868682519,0.41915936049510055,5.5363518669032e-06
CPS1,50,0.0016871000599865322,0.00911706705563329,0.4116231957457584,3.3742001199730646e-05
CASP2,21,6.989224547994536e-05,0.004272077362511687,0.3929175731206188,3.3282021657116837e-06
RPS27A,82,0.0003561852414711536,0.028861987666406755,0.44687285223367695,4.343722456965288e-06
RPS7,120,0.00033933868063746784,0.04719793845110304,0.4509640726869191,2.8278223386455655e-06
GSK3A,37,0.0001523489328392202,0.007209042697212994,0.4157820693183272,4.117538725384329e-06
G3BP2,52,0.0001662445101782297,0.019529655470129775,0.4439437389048204,3.197009811119802e-06
FBXO4,14,3.9752083533549676e-06,0.004722747618070833,0.3925854365414805,2.839434538110691e-07
PSMD2,114,0.0007949532445520321,0.03186681156004205,0.46317139193617324,6.973274075017826e-06
PAK1IP1,25,3.7064811649600173e-05,0.006364153791665768,0.3792138108013531,1.482592465984007e-06
ZNF668,18,3.7929671353835895e-05,0.006238856780130637,0.4021026592455164,2.107203964101994e-06
TP63,64,0.00018104368830584112,0.015954637232948828,0.42480073173918725,2.8288076297787676e-06
SKP2,97,0.0007890660529331021,0.020952116467675266,0.46113475177304963,8.134701576629918e-06
CDC34,39,9.304140981485925e-05,0.008639962507331145,0.4018541409147095,2.3856771747399806e-06
CDC20,91,0.0005382300557373522,0.021827068211908537,0.44625943719972544,5.914615997113761e-06
CCDC134,8,1.0346050600884055e-05,0.003025596117248149,0.3876237033504233,1.293256325110507e-06
TRIP12,37,8.375768566905694e-05,0.010916385100416828,0.4105834806769386,2.263721234298836e-06
USP10,42,7.469058012966164e-05,0.01264010346935368,0.42413568166992827,1.7783471459443249e-06
PSMC1,78,0.00024741003574264955,0.021619525669647324,0.44928137092316195,3.1719235351621738e-06
PSMD4,99,0.0004891647159900566,0.024791319225925083,0.45833920766953334,4.941057737273299e-06
PSMC6,77,0.00026958224431961405,0.021277565105312035,0.4395025010139246,3.501068108046936e-06
PSMA7,69,0.0001658380327853824,0.021640742234434664,0.44921928976095066,2.4034497505127882e-06
CRYAB,43,0.0003531604419737244,0.007424428553415585,0.42765061825835304,8.213033534272661e-06
RUNX3,20,2.8066460779179117e-05,0.0046771551474177634,0.38541790160047423,1.4033230389589558e-06
GNL3L,22,0.00017306029228167442,0.006737430677606053,0.4150389378271416,7.866376921894293e-06
NEDD4,126,0.0016675388953270051,0.02022561294565593,0.454494617642947,1.3234435677198453e-05
APEX1,48,0.00011389979316044169,0.016589885578248396,0.4443077764110974,2.372912357509202e-06
UIMC1,34,0.0006544489743513788,0.010800016417714582,0.4231970840926842,1.9248499245628788e-05
FBXO31,13,2.084533626035788e-05,0.00312576989437279,0.36989418591421097,1.603487404642914e-06
ARID4A,11,4.076205061815788e-06,0.002471305536311678,0.36170449488206496,3.70564096528708e-07
UCHL5,117,0.0012454952303073863,0.021706644802884104,0.45360680898562855,1.064525837869561e-05
SOX4,17,7.454139297255007e-05,0.004532507452286595,0.39588407208962495,4.38478782191471e-06
CLTA,49,0.00014869254707360814,0.01693908040093922,0.4366102605425732,3.034541777012411e-06
AMPH,21,2.8254773028938778e-05,0.0036003008735979395,0.3766218721037998,1.3454653823304179e-06
BIN1,36,0.00011581030161818017,0.008283593361124244,0.42979904812268643,3.216952822727227e-06
FABP4,8,8.499067808977755e-06,0.0011525467494011717,0.34681032643481974,1.0623834761222194e-06
NEDD4L,77,0.0006670236192165227,0.01375024909878055,0.44681143485431557,8.662644405409385e-06
SMURF1,199,0.002185053618564306,0.045792617330456926,0.47246039819793634,1.0980168937509074e-05
WWP2,88,0.00039005724483232853,0.021957125799117343,0.44105277438610774,4.432468691276461e-06
HECW1,12,1.775917155911411e-06,0.0030379171198711757,0.3762296030552019,1.479930963259509e-07
BAG3,191,0.005789831322064182,0.02992094922165449,0.4726664728118639,3.031325299510043e-05
MAGI3,10,4.368043601081374e-05,0.0013037538276800163,0.3620670453279875,4.368043601081374e-06
WWOX,116,0.0011469402956482428,0.027770656025757682,0.46303945306936334,9.887416341795197e-06
TUBA1A,133,0.0012593836529999367,0.03266804979773689,0.4621836792721069,9.469050022555915e-06
SIK3,18,1.7694725361962163e-05,0.0053477792020462074,0.40304983882965534,9.830402978867869e-07
SIK1,11,5.046486655700121e-06,0.0033446335340632737,0.3875312909762785,4.5877151415455647e-07
SIK2,25,7.578555433228726e-05,0.00831735629102627,0.42215296714712375,3.0314221732914905e-06
VCP,330,0.008564404495164199,0.07462719401152036,0.5054415422885572,2.5952740894436966e-05
PPP2R1B,47,0.00033435510934881,0.007898738796141443,0.4233624169813778,7.113938496783192e-06
PPP2CA,135,0.002132944115582528,0.03079504734601966,0.46642754662840746,1.579958604135206e-05
USP2,51,0.000353659596734319,0.010463294001457513,0.43696236559139784,6.934501896751353e-06
NUAK1,18,3.269665771932931e-05,0.005280808470362222,0.40642580322540317,1.816480984407184e-06
NUAK2,13,2.1570798769893306e-05,0.003355898175412034,0.39564317877570887,1.659292213068716e-06
BRSK1,3,3.85160393112784e-07,0.001189798296690705,0.35130754268424463,1.2838679770426134e-07
BRSK2,7,2.8035108640590263e-06,0.002829531392781552,0.3803228825456247,4.005015520084323e-07
MARK1,8,1.0132216155658606e-06,0.0016993157536784496,0.3521828620951143,1.2665270194573258e-07
MARK3,34,0.00018488539417407712,0.007891984136025251,0.4195921528136293,5.437805711002268e-06
MARK4,33,5.105302148368644e-05,0.007305502392644957,0.4101690638405249,1.5470612570814072e-06
SNRK,3,4.455147467335956e-07,0.0008694865434240301,0.34803554223316563,1.485049155778652e-07
UBE4B,39,0.00011144099698466157,0.00985738539504077,0.4356740820155454,2.8574614611451683e-06
CD4,63,0.0002952988230493159,0.01541204302769718,0.4148800408371618,4.687282905544697e-06
NKD2,14,1.3735858340742193e-05,0.0037972605496329843,0.38817910447761195,9.811327386244424e-07
TBRG1,2,2.2605129807072957e-06,0.0006396861980574246,0.3415633536457239,1.1302564903536478e-06
BAIAP2L1,20,8.202353586283732e-05,0.003947716379707684,0.405969030969031,4.101176793141866e-06
TJP1,51,0.00029763492300324004,0.013582861803466182,0.4429155313351499,5.835978882416472e-06
RFWD3,28,1.931574821869924e-05,0.010652790000308958,0.42518964164268896,6.8984815066783e-07
HDAC5,225,0.0017853216862826961,0.056880725359947565,0.4710228919153868,7.934763050145316e-06
HUWE1,291,0.0037685195255918675,0.0739647175274178,0.49175616396914235,1.2950238919559682e-05
HEXIM1,32,5.6787934929704215e-05,0.008736130586198685,0.41435126178944687,1.7746229665532567e-06
DYRK2,34,7.539913053300043e-05,0.010167612268101978,0.4119883411481435,2.2176214862647185e-06
LAMP2,48,0.0003898344148653551,0.008609520837351732,0.4139819177384439,8.121550309694899e-06
RPS3,172,0.0007888403514707965,0.06476236328037106,0.4750146113383986,4.586281113202305e-06
TRIM13,17,1.768368954564095e-05,0.0034016465088235943,0.3894345951126018,1.0402170320965266e-06
TRAF6,153,0.0023789757034500254,0.02619838599483084,0.4723231149208194,1.554886080686291e-05
UHRF2,60,0.00018897969795399596,0.012114069177287624,0.41970049057578107,3.1496616325665992e-06
MAP4,47,0.00015313176209751303,0.015381512275088572,0.43666890530557423,3.2581225978194263e-06
NR5A2,14,3.320625339217583e-05,0.0016086007178873556,0.35533938135315335,2.371875242298273e-06
MCM6,64,0.00015158197492767637,0.019817820280550683,0.4331201705302425,2.3684683582449434e-06
RICTOR,56,0.00026722790725635233,0.013613179399239582,0.4372562205783457,4.771926915292006e-06
GORAB,9,1.4283936230704665e-05,0.0017197609401995962,0.3771899292261283,1.5871040256338518e-06
USP36,18,2.2200968652497444e-05,0.0050500023252848004,0.39055742431523305,1.233387147360969e-06
ZFYVE28,4,1.429850806865787e-06,0.0009559056226258691,0.3529475626967756,3.5746270171644675e-07
FOXO3,49,0.00018390812562176436,0.013261681093546182,0.4396808222883419,3.753227053505395e-06
UCHL1,41,0.00011903944315025107,0.013753484985310208,0.44601454246124295,2.903401052445148e-06
S100A1,13,4.9093787952527925e-05,0.0012893485119719766,0.3585925435693801,3.776445227117533e-06
S100A2,7,2.0296373453540524e-06,0.0011561015423451903,0.352985884907709,2.8994819219343605e-07
S100A4,34,0.00020455622738102565,0.0071224113760007,0.4154632587859425,6.016359628853696e-06
S100A6,16,1.9468506762670043e-05,0.004718567029777178,0.39709295224135827,1.2167816726668777e-06
S100B,23,6.531355392829526e-05,0.003824176913614587,0.3843243882255586,2.8397197360128373e-06
TTC3,12,3.193805885670589e-05,0.0022736550552032064,0.3715428571428571,2.6615049047254908e-06
USP42,14,2.253319482248869e-05,0.003206357555782557,0.3767964765878535,1.6095139158920493e-06
ABCB1,11,1.130010796094876e-05,0.0032776068039029873,0.3816175607465665,1.0272825419044327e-06
BAG1,45,0.00014754645836125523,0.008769299310964875,0.4091366725396426,3.2788101858056717e-06
BTRC,189,0.003428874010589203,0.034706897348950556,0.4785808920948035,1.8142190532218004e-05
FBXW11,173,0.0025865437251478625,0.032729845406216915,0.467164822531973,1.4951119798542558e-05
CSNK1D,43,0.000526538895402279,0.010107056349427128,0.4477961432506887,1.2245090590750674e-05
RFWD2,55,0.00024841394515796747,0.014548389124987541,0.43485821294810056,4.516617184690318e-06
CALM1,134,0.0024309211802139522,0.03009108438889785,0.46555921523700416,1.8141202837417555e-05
NOTCH4,5,3.713902390022233e-07,0.0021177061186512676,0.3640129884671369,7.427804780044466e-08
CSNK1A1,72,0.000438220154610992,0.019162354598283395,0.45976523829727056,6.086391036263778e-06
CDC5L,315,0.004428444311276289,0.07243176084875673,0.48953470862821863,1.4058553369131076e-05
DISC1,56,0.0003205985317577289,0.007504069084626347,0.39477838494231937,5.724973781388016e-06
EXOC1,38,0.0002478842408296691,0.0055511854769916555,0.39982781945640145,6.523269495517608e-06
PDLIM7,82,0.0006264417485289293,0.017436302740806958,0.44921928976095066,7.639533518645479e-06
NCOA4,18,3.5012410674575824e-05,0.0041254156104715235,0.3929175731206188,1.9451339263653235e-06
APOH,8,1.0194726162266729e-05,0.002511469262533881,0.37505768343331797,1.274340770283341e-06
ASXL1,15,1.7346020170335867e-05,0.004524521602088652,0.3996312231100184,1.1564013446890578e-06
BPGM,5,4.22569164582488e-06,0.001049861400863696,0.35183982683982684,8.45138329164976e-07
COMMD1,41,0.0001513211541612432,0.011254695682986284,0.4249117762384002,3.6907598575912975e-06
DNAJB1,60,0.0004598992565598293,0.017007320040811142,0.4555135210872916,7.664987609330489e-06
PI4K2B,10,2.324589544571494e-05,0.0032448019502258375,0.3997786522380718,2.324589544571494e-06
SENP3,62,0.00017356108523571112,0.02038151664985524,0.44485495347564313,2.79937234251147e-06
TIRAP,26,0.00017968286180699165,0.0029955664851544234,0.3826056255148876,6.910879300268909e-06
PSMA3,153,0.0017291111136888426,0.038665218733958825,0.4700694042799306,1.1301379828031651e-05
SMPD1,7,1.0742514272851605e-05,0.0015167759639661516,0.36507580011229646,1.534644896121658e-06
NMT2,14,4.0301669296124856e-05,0.0025777899165076385,0.3793465577596266,2.878690664008918e-06
ZNF605,1,0.0,0.0001738503064271936,0.3196342542522859,0.0
DUSP8,21,2.4809613751271064e-05,0.002726814476648987,0.374108170310702,1.1814101786319555e-06
FAM193B,12,1.0194279898652093e-05,0.0029519112951757217,0.38660958496848613,8.495233248876744e-07
BMPR2,16,4.801221444312291e-05,0.001778228696471009,0.3746254897441807,3.0007634026951817e-06
PNRC1,10,2.8115245306273007e-05,0.001474005194295043,0.36503480799461036,2.8115245306273007e-06
CCDC88C,7,4.582156224871646e-06,0.0017750728553894367,0.37273561109837194,6.545937464102352e-07
ZNF219,17,2.7399803853383255e-05,0.0023806468706998184,0.3690543762061528,1.6117531678460737e-06
RBM15,32,8.112272818658877e-05,0.010515131756124625,0.4200258397932817,2.535085255830899e-06
SCAND1,6,1.2125301661363749e-05,0.000395310713829725,0.3366469918194056,2.0208836102272916e-06
GAPDH,136,0.0012902966906138287,0.044188875107790244,0.4784400294334069,9.487475666278153e-06
TK1,61,0.0004663119529365169,0.010888119278662865,0.42596960167714887,7.644458244860933e-06
MAPK6,174,0.002973655807115855,0.02831048891277662,0.4654925544100802,1.7089975902964683e-05
GNB2,61,0.0006928752225784437,0.014407880702537837,0.4354989953114535,1.1358610206203995e-05
QRSL1,2,9.06347761399211e-08,0.00047348387734637564,0.32884887720008094,4.531738806996055e-08
SEPT2,41,9.514847998748241e-05,0.013509639856892124,0.42883524600976125,2.3206946338410342e-06
PIN1,138,0.0019744012127991878,0.024919422335864656,0.44909517889211215,1.4307255165211506e-05
ZHX1,33,0.00013353536663973238,0.0068077770232189685,0.41167531974167404,4.046526261810072e-06
DCTN1,101,0.0010732638703390637,0.018212450834363573,0.4476111799531874,1.0626374953852116e-05
TAB1,65,0.0005248246042590261,0.015779662885466315,0.44687285223367695,8.074224680908094e-06
CDK2AP2,7,2.799264139073554e-05,0.0019477286251820096,0.367552289429056,3.998948770105077e-06
YIF1A,17,0.0002997915054450629,0.000579609495819567,0.3437665221529026,1.7634794437944876e-05
DEAF1,14,2.0459399123130394e-05,0.0023677969126295515,0.3660211664039631,1.461385651652171e-06
NMRK2,2,2.8670772069476997e-05,0.0005723844262811111,0.34695837780149413,1.4335386034738498e-05
FAF1,70,0.0006926941521822886,0.016133038473422075,0.43914629204376604,9.895630745461265e-06
PDE4D,27,5.89553369986488e-05,0.006575468366351957,0.4234727106942816,2.1835309999499558e-06
SNAI1,44,0.0001817463370500559,0.009054639481478378,0.4141928908141164,4.130598569319453e-06
TRIM27,124,0.0020539016216476517,0.015434965600249519,0.44619818830634095,1.6563722755222997e-05
PHLPP1,26,0.00012736292834008268,0.004785381873464314,0.4099621689785624,4.898574166926257e-06
FKBP5,56,0.00024438852996965725,0.012476965941993297,0.43997834619028287,4.364080892315308e-06
PPP3CA,25,8.737845958299658e-05,0.0048988889221016,0.3911683311274215,3.495138383319863e-06
PTEN,145,0.0016648015272689575,0.03277318233682766,0.4613965370422935,1.1481389843234189e-05
SQSTM1,143,0.0019579944959087123,0.02946764878442486,0.4726664728118639,1.3692269202158827e-05
VHL,181,0.002105715945159868,0.04706127119352492,0.4725977613025149,1.1633789752264465e-05
FZR1,67,0.0005199393616366914,0.011546843524360681,0.42630474691843695,7.76028897965211e-06
RAD21,129,0.0013492544503944887,0.03482152396872097,0.44364082969432317,1.0459336824763479e-05
CHD7,15,3.366966950754875e-05,0.0036599517318397796,0.38359882005899704,2.2446446338365836e-06
RFFL,14,3.911344685220386e-06,0.004056805358047067,0.3934406389931018,2.7938176323002757e-07
MPO,5,2.562988177369878e-05,0.0003178607401199584,0.31428847641144625,5.125976354739756e-06
IRAK4,11,1.0410217919737889e-05,0.00093817762743703,0.3443126456259267,9.46383447248899e-07
NDRG1,73,0.00035782860261255266,0.0209964297683058,0.44601454246124295,4.901761679624009e-06
HDGF,103,0.00032523423978030177,0.02735358025600886,0.4437013784632182,3.1576139784495315e-06
MAPK3,100,0.0012289785657600611,0.014664704651384645,0.4357324755394719,1.2289785657600611e-05
SETD7,27,0.0001030919581037862,0.006145268161088203,0.4057157119680519,3.8182206705106e-06
KDM1A,112,0.0020880754731068918,0.01989995818957426,0.448104755341144,1.8643531009882964e-05
RPS14,134,0.00043230937890160196,0.05121480798400533,0.4586625282167043,3.2261893947880744e-06
MYB,35,6.885819377615677e-05,0.00690761934741205,0.38628802281368824,1.9673769650330506e-06
EWSR1,263,0.005401961432021327,0.05768810705278046,0.48428422463876064,2.0539777308065883e-05
SP110,10,1.5287028043758394e-05,0.001359907211116758,0.350247791424262,1.5287028043758394e-06
TRA2B,54,8.581573335303623e-05,0.02088635772223827,0.43462566844919787,1.5891802472784487e-06
RAB34,9,2.6725117454599536e-05,0.0016902693287864274,0.35831588228810757,2.969457494955504e-06
AK5,2,6.059833051013347e-07,0.0001446709611646095,0.3049718574108818,3.0299165255066734e-07
PGAM1,29,8.594376006773717e-05,0.007562776960634174,0.41493299298021696,2.963577933370247e-06
MCM5,140,0.0009769032809488797,0.04156517505679919,0.46622687508963145,6.977880578206284e-06
TGFB2,4,7.201204123671538e-06,0.0008186485032589331,0.3550677151594583,1.8003010309178846e-06
SFPQ,124,0.0006506218944341591,0.04203261644071837,0.46803915922833284,5.246950761565799e-06
GFAP,49,0.00030295256663647927,0.008288729977770514,0.42546787069755265,6.182705441560802e-06
NAA16,6,9.514653507140888e-06,0.0018582381568537142,0.3701047358834244,1.5857755845234813e-06
MNT,10,2.5482400125428332e-06,0.002192396290537089,0.37128825947921423,2.548240012542833e-07
AKAP9,34,0.00010974123680450639,0.0054578024091980655,0.3920646406174626,3.2276834354266583e-06
CAPN2,28,7.591553922750762e-05,0.0054674330197731205,0.4058676654182272,2.7112692581252722e-06
POLR1E,15,3.2616441879635226e-05,0.002487560721866293,0.3672201513611205,2.1744294586423485e-06
VPS72,18,4.5986055939346054e-05,0.004128131169878625,0.3963667398195562,2.5547808855192254e-06
RANBP2,76,0.00028095764941655366,0.024631246094266316,0.4415919587068731,3.696811176533601e-06
E2F4,33,0.0001823777701288638,0.007641999754286492,0.4129302680045726,5.526599094814055e-06
MPP2,9,2.0142728434090758e-05,0.0021654648630211595,0.36230914967123595,2.238080937121195e-06
RUNX2,33,5.6345571554598555e-05,0.007806084788429631,0.39894465578598604,1.7074415622605623e-06
TTF1,19,3.287902481992501e-05,0.004356923596545608,0.36926397092230806,1.7304749905223687e-06
MCM7,99,0.0005972743118025165,0.028779014306294762,0.460612071408331,6.033073856591076e-06
ITSN2,47,0.0002396862163846723,0.005809576576046571,0.4011104256631709,5.099706731588772e-06
XRCC5,147,0.0013561264618127782,0.042146392719919136,0.47047756874095514,9.225350080359035e-06
FUT1,2,1.1719373615141031e-06,0.00013932054896895,0.3122658726347133,5.859686807570516e-07
PSMB6,52,0.00010841898601757316,0.013325745921386,0.4262488527599318,2.0849805003379453e-06
PSMA8,23,5.113878024254588e-06,0.005271970373022662,0.37536081283916406,2.2234252279367774e-07
ELAVL1,541,0.03717375738456291,0.07725659595682693,0.5267336357744653,6.871304507312922e-05
RASSF3,13,2.2795152289262775e-05,0.003154275302070622,0.3923011946422107,1.7534732530202135e-06
KAT8,21,1.1059802994133243e-05,0.005565957265449835,0.3895745955662073,5.266572854349164e-07
KLHL25,4,1.6898957683719087e-06,0.0017442312236813577,0.36058118899733804,4.2247394209297717e-07
NR0B2,42,0.00016304255040048275,0.009022991447234188,0.40775116016555873,3.88196548572578e-06
ANKRA2,18,2.433872334840739e-05,0.006141555704412841,0.39463462005341104,1.352151297133744e-06
SIRT7,324,0.00483102847711375,0.0677387380194764,0.4890928238302994,1.4910581719486882e-05
PSMA6,84,0.00031396382182218664,0.022584661951093158,0.4341613247863248,3.7376645455022218e-06
PSMA4,67,0.000205151623767062,0.016481638589532572,0.42957188160676535,3.0619645338367462e-06
PSMD11,89,0.0005629972174942003,0.022352755948822085,0.4497164199751003,6.325811432519104e-06
TRAF4,47,0.0002176505040897021,0.0071488799979208765,0.40877656230353326,4.630861789142597e-06
SH3KBP1,122,0.0016530781747263303,0.017307771898215543,0.4546853146853147,1.3549821104314182e-05
SPRY2,47,0.00030396067013897994,0.005542229614368992,0.40877656230353326,6.4672483008293604e-06
CD2AP,51,0.00028210899925277155,0.009986437061482408,0.4250784518828452,5.531549004956305e-06
PDCD6IP,78,0.0004885400271899472,0.01849413164012774,0.44754955947136565,6.263333681922401e-06
FGFR1OP,46,0.00028933299504662425,0.005377700216867099,0.4019038200024725,6.289847718404875e-06
WRNIP1,22,2.9552172592606484e-05,0.006185040896684851,0.40688360450563205,1.3432805723912038e-06
BHLHE40,28,9.75917518297136e-05,0.004810297505111231,0.40309981401115935,3.4854197082040575e-06
UBE2B,38,0.00011047294800798788,0.006233782361679105,0.3977244922926352,2.9071828423154703e-06
RABGEF1,39,0.0003138392175443509,0.007251830534919685,0.42535653539186186,8.047159424214127e-06
RANBP1,24,5.196250755945893e-05,0.00994318069508472,0.43814016172506737,2.165104481644122e-06
HIST3H2BB,10,1.969827624894772e-06,0.004003582101957519,0.3743666513127591,1.9698276248947723e-07
LATS1,55,0.0003419289505201625,0.009736181370076117,0.42630474691843695,6.2168900094575e-06
CD44,48,0.00021181712451531258,0.010395626692477518,0.43219888327572453,4.412856760735679e-06
CNST,7,1.9953452480618685e-05,0.0015284241678031945,0.3547577477084243,2.850493211516955e-06
AXL,19,9.214431249372069e-06,0.0046793933252805096,0.3959805115712546,4.849700657564247e-07
PDGFRB,44,0.0002270650367079452,0.007322573474443303,0.42187905528159875,5.160569016089664e-06
LTK,10,1.1228070164412012e-06,0.0023937693963751896,0.3678017875325263,1.1228070164412012e-07
GGA1,30,0.00013396666898064867,0.005860886574376033,0.4205148105031691,4.465555632688289e-06
EEA1,23,3.52522589184953e-05,0.004728114638221058,0.38990165507315905,1.5327069094997957e-06
MFN2,12,2.365376503050694e-05,0.0036458054374181614,0.3888755980861244,1.9711470858755785e-06
ISG15,113,0.0006325627533908865,0.027266204556407807,0.4525964081859947,5.597900472485721e-06
SPP1,39,0.0008335154593269901,0.006548236226846344,0.38771615980918306,2.137219126479462e-05
FBXO25,104,0.0004007057954111693,0.02405856465540345,0.43985928832363685,3.852940340492012e-06
WRN,31,2.7559509461528155e-05,0.009820642569076615,0.40872516972592404,8.890164342428437e-07
RAD50,66,0.0002614545274850766,0.019869949703979543,0.43099562508285827,3.961432234622373e-06
NBN,58,0.00013184127211313817,0.013407022683746599,0.41786632390745504,2.273125381261003e-06
WNK4,9,6.816598638153407e-06,0.0028349446193870614,0.37566443263230875,7.573998486837119e-07
SOCS4,14,0.00018022783503071873,0.002061763166511293,0.36805162458960716,1.287341678790848e-05
HGS,119,0.0018539502918352019,0.018079251974554435,0.4600905745825078,1.5579414217102537e-05
MERTK,7,4.660033611399835e-07,0.0012877437894289803,0.3522591830100769,6.657190873428335e-08
