,Node degree,Betweenness centrality,Eigenvector centrality,Closeness centrality,Betweenness/Node degree
SLC1A3,10,3.4042032563930406e-06,0.0015268330156776057,0.3902706943899568,3.4042032563930403e-07
OLR1,3,1.7166871371919282e-07,0.0006017902150246216,0.3711940298507463,5.7222904573064274e-08
SLC11A2,4,7.322532073657712e-07,0.0002674010202270173,0.3540213523131673,1.830633018414428e-07
RALGAPA2,4,1.0168408682000852e-06,0.0008003357156448355,0.3828215192796121,2.542102170500213e-07
SLC26A2,7,1.1813133047352798e-05,0.0004665964209726524,0.36043478260869566,1.687590435336114e-06
SYT7,9,3.7911242213366576e-06,0.0010723477717067887,0.3842113394098563,4.2123602459296193e-07
ROR1,20,2.43228076799161e-05,0.0017802048240239765,0.41185724931688333,1.2161403839958051e-06
HLA-C,69,0.0003579065949603643,0.007217599163730457,0.4506251132451531,5.187052100874845e-06
ADCY6,8,7.922925502306799e-06,0.0009317831188718238,0.3843003940353859,9.903656877883499e-07
KDF1,3,0.0,0.0004920968815535949,0.36463602375192433,0.0
ABI1,93,0.00022569933704323379,0.006862742187826005,0.4490385483434143,2.4268745918627287e-06
LRSAM1,27,2.070167627511396e-05,0.0025635731712637484,0.415088041391972,7.667287509301467e-07
CDCP1,6,3.5991961581206514e-06,0.000696245663250722,0.3782221884267356,5.998660263534419e-07
PHLDA1,14,4.858683013561094e-06,0.0023516079254900647,0.4193929173693086,3.4704878668293526e-07
PHLDB2,49,3.442704474441445e-05,0.004967100479793794,0.42868223735240885,7.025927498860093e-07
PTPN3,42,8.051476414746948e-05,0.004446281079079287,0.4232831248404391,1.917018193987369e-06
SLC16A3,10,4.090921020477386e-06,0.0015189233796766208,0.3989092950517283,4.090921020477386e-07
NPTN,12,1.4452025574104315e-05,0.0015595663233155296,0.3901788515845623,1.204335464508693e-06
SLC35F2,10,2.842659396125361e-05,0.001180135604020083,0.39858963057937336,2.842659396125361e-06
SIGLEC6,4,1.031360977166347e-06,0.00028670699484778273,0.3525409313204338,2.578402442915868e-07
WLS,12,2.8898822099332328e-05,0.001697257368279057,0.4007735073724921,2.408235174944361e-06
TBC1D10B,12,5.66676688565579e-06,0.0022223790740198215,0.41056541477507225,4.722305738046491e-07
TBC1D24,8,4.605006446990546e-06,0.00135535391623987,0.3957040572792363,5.756258058738183e-07
STX4,51,0.00011496716576402821,0.0035174209671289614,0.41992401857323763,2.2542581522358474e-06
ARVCF,16,2.9577756579492312e-05,0.002479084328509546,0.42170411191182705,1.8486097862182695e-06
DTNB,23,5.16369599789057e-05,0.0013791733945514222,0.3893237319974953,2.2450852164741606e-06
EPHA4,34,0.00012621516636925032,0.0028381975926661156,0.42091901497842094,3.712210775566186e-06
FAM135A,11,2.5030449158378155e-06,0.0010797351018303155,0.3850143199938076,2.2754953780343779e-07
CELSR2,12,2.1943269970909235e-05,0.0006883674084081962,0.3657621883962056,1.8286058309091028e-06
JAG1,8,1.521632512480241e-06,0.0005209732203717807,0.3614037637143065,1.9020406406003012e-07
CDK14,22,2.655259988348445e-05,0.0026688503941132047,0.4100577081615829,1.2069363583402023e-06
MPP7,11,4.728783578810184e-06,0.0007888786622006488,0.37364783653846156,4.298894162554713e-07
ARFGEF1,22,3.562529371257937e-05,0.002742933499829428,0.41484570475396165,1.6193315323899714e-06
SCAMP2,18,1.824790214995253e-05,0.0019347211389937966,0.3984299903876963,1.0137723416640294e-06
EHD2,21,2.163855222411047e-05,0.0021629128689665054,0.3840333539221742,1.0304072487671653e-06
EPN3,20,2.6187989230403235e-05,0.0017913526406039928,0.405279882669274,1.3093994615201618e-06
RAB27B,5,1.3612798649688222e-05,0.0005734507293082495,0.37804970738010185,2.722559729937644e-06
PTPRF,72,0.00026426761815818295,0.00841918052996717,0.4601720788232029,3.6703835855303185e-06
DSC3,16,3.902967595795794e-06,0.0033233049707645703,0.4252735978112175,2.4393547473723714e-07
EXPH5,5,1.6204205106527745e-06,0.0005901612005584509,0.3715267403645055,3.240841021305549e-07
PACSIN3,61,0.00013970439704664018,0.005896834536950617,0.43616274991231146,2.290236017158036e-06
MICALL1,29,2.494902794430261e-05,0.002282026980749482,0.4094164128734875,8.60311308424228e-07
UBXN6,42,3.808896203018264e-05,0.0058147805781285505,0.44240860980165436,9.06880048337682e-07
CHP2,3,1.8019042306594653e-06,0.00012046437744750556,0.33991662680243284,6.006347435531551e-07
FLOT1,102,0.0003236096906474776,0.010711919784249043,0.46555597154623735,3.172644025955663e-06
SLC22A4,2,6.914785298166616e-07,0.00010694393046006137,0.34003281378178835,3.457392649083308e-07
RAB1A,158,0.0006337219056981941,0.016053393417467855,0.4734888148500714,4.010898137330342e-06
KIAA1549,12,1.0613919709732985e-05,0.0010426298094977982,0.3885026946809342,8.844933091444153e-07
EPS8,37,3.6104971074327434e-05,0.0039072962644946824,0.4319958311620636,9.758100290358766e-07
ITGA3,14,3.4000869374040015e-06,0.0015471400384194675,0.38759448297358373,2.428633526717144e-07
GJA5,6,2.889596049272689e-06,0.0006405931566692027,0.36412884333821377,4.815993415454482e-07
COL17A1,17,8.348740635732228e-06,0.0014161297199432972,0.3892323342984584,4.911023903371899e-07
MET,112,0.00036624103871254625,0.008779410887817685,0.4592797783933518,3.270009274219163e-06
AP2M1,163,0.0006881526027659027,0.020280256547905315,0.47979164657084983,4.221795108993268e-06
CAV2,9,9.701326903623624e-06,0.001145750209186644,0.38753408648227505,1.077925211513736e-06
VAMP2,58,0.00013027757900066833,0.004613753640389809,0.4222410865874363,2.2461651551839367e-06
ANXA7,93,0.0003094486358479725,0.010606471113473693,0.46770098730606485,3.327404686537339e-06
PTPRA,35,4.03385529466866e-05,0.003076298312470187,0.4177725516546279,1.1525300841910458e-06
ALCAM,12,1.2495876777981737e-05,0.0020616838992476125,0.4113463446907046,1.0413230648318115e-06
UNC5B,13,3.3299185440512307e-06,0.0016115873202509278,0.39776089564174333,2.5614758031163315e-07
CYSRT1,5,3.772562561109325e-06,0.0007318344362093716,0.3807701140626196,7.54512512221865e-07
KIAA1468,17,1.1725832187844602e-05,0.0016049932036150633,0.38987302084966297,6.897548345790943e-07
USP53,25,3.517792843277954e-05,0.0029970958801896863,0.4271727928546891,1.4071171373111818e-06
BLMH,47,0.00011662771846392345,0.00708508837387645,0.44871447902571043,2.48144081838135e-06
RAB31,23,2.3805011802727537e-05,0.0027919357462641353,0.41953441295546556,1.0350005131620667e-06
FMNL2,11,5.6310586055503044e-06,0.0017264805979926366,0.4124036149573004,5.119144186863913e-07
PAK6,26,1.1594666245778937e-05,0.004083520964013891,0.4324841318146248,4.4594870176072833e-07
DIAPH3,29,7.47360302388125e-05,0.004098426311467098,0.4348282192499344,2.5771044909935343e-06
LRRC8D,6,1.5975834353460904e-06,0.0016449591172662216,0.4101591490063495,2.6626390589101506e-07
PLXNA1,17,4.5316581735816736e-05,0.0010079084982340014,0.3784524081259986,2.665681278577455e-06
SLC6A9,5,3.0269561228293023e-07,0.000437298750052881,0.35541264737406214,6.053912245658605e-08
PARP14,13,4.090532955027996e-06,0.001987371660795704,0.38859375,3.1465638115599974e-07
THBD,2,8.594516535191885e-08,0.0003467961899376687,0.3543239777746118,4.2972582675959426e-08
CRCT1,12,1.204578688109258e-05,0.0013492896840106674,0.38826008898602765,1.0038155734243816e-06
PSD4,3,2.5143813414341267e-07,0.0004089960226865436,0.3595489374006072,8.381271138113756e-08
AMIGO2,5,2.3778669014946253e-07,0.0005260282290111448,0.36245718866137144,4.755733802989251e-08
USP43,34,4.1722227419767633e-05,0.0037714079076982595,0.4144309281786369,1.2271243358755186e-06
ABCC3,11,2.2721553785126342e-06,0.0018386543343863625,0.3994539029874719,2.0655957986478493e-07
PROM2,3,1.27990765663098e-07,0.0005482428010240676,0.3716933193842475,4.2663588554365996e-08
PLEKHN1,9,1.1428737870320054e-05,0.0003566943879214281,0.35820250612127325,1.2698597633688949e-06
DOCK5,30,8.39514919461094e-05,0.0031366565932417455,0.42299515264903476,2.7983830648703134e-06
PLXNB1,24,0.00013414891007200368,0.0013223513305812343,0.3871118374970815,5.58953791966682e-06
C11orf52,5,1.320329377594907e-06,0.0009783290415433048,0.3977927063339731,2.640658755189814e-07
NRK,2,1.614548154158925e-07,0.00024466022187450434,0.34949409780775714,8.072740770794625e-08
ENDOD1,15,1.84675303944935e-05,0.001537939591426344,0.39373070529565424,1.2311686929662335e-06
JPH2,1,0.0,9.869905212230589e-05,0.3367409112450071,0.0
ARAP2,1,0.0,9.869905212230589e-05,0.3367409112450071,0.0
FRMD4A,4,1.3639682058014087e-06,0.0004801840727158922,0.35838316881619714,3.409920514503522e-07
NAV1,38,4.6228164711444535e-05,0.0034876888774194267,0.4327475204454498,1.216530650301172e-06
ANKS6,6,1.025474001367012e-06,0.00132155388400401,0.4034717715768981,1.7091233356116865e-07
RALGAPA1,6,3.0271430429667524e-06,0.0006294385819055959,0.3694295900178253,5.045238404944587e-07
C1orf226,7,2.7072101005203343e-06,0.0009115192634548856,0.38853304171223246,3.8674430007433346e-07
SLITRK6,1,0.0,9.869905212230589e-05,0.3367409112450071,0.0
MICALCL,1,0.0,9.869905212230589e-05,0.3367409112450071,0.0
FAM110C,7,1.6285155233386281e-06,0.000883304720060673,0.3832049306625578,2.3264507476266117e-07
PAM16,30,6.030079523949889e-05,0.0033766911290726794,0.42038539553752535,2.0100265079832963e-06
EPN2,22,1.2183000068403567e-05,0.0027532522590949,0.42310309629125553,5.537727303819803e-07
TACSTD2,5,1.503594772477804e-06,0.0007496807421033371,0.38199831042162663,3.0071895449556083e-07
C1orf21,5,1.7670118918407622e-06,0.0006863065869213435,0.36509101585437465,3.534023783681524e-07
KIAA2026,5,1.3801845002870716e-06,0.00039306369353863145,0.36061770463278475,2.7603690005741433e-07
PLXNA2,10,3.0971575054946714e-05,0.0008271054268678521,0.3788848263254113,3.0971575054946716e-06
RALGPS2,17,3.8811837533973966e-06,0.0016127265956119726,0.37802097583219335,2.283049266704351e-07
MROH6,3,1.3577913827508886e-07,0.0005861146267355775,0.3668141592920354,4.5259712758362955e-08
PLSCR3,8,1.8031967799035788e-06,0.0008007333867185712,0.3735355962751577,2.2539959748794735e-07
WWP1,66,7.27656104321254e-05,0.007609640547999429,0.44657927814688453,1.102509248971597e-06
OPTN,71,0.00013893228105761447,0.007209506975584515,0.43562795585916975,1.9567926909523166e-06
APOB,29,2.6527323720066766e-05,0.0028817046413525745,0.4085085413929041,9.147353006919575e-07
GNAQ,33,7.293298345725758e-05,0.0021274723578605013,0.4156777536353,2.2100904077956844e-06
GCC1,30,4.134216007973384e-05,0.0020672445704146914,0.41195958257412624,1.3780720026577948e-06
IQCG,3,2.4237152707102546e-07,0.00031712179205194987,0.3561761546723953,8.079050902367516e-08
ARHGEF16,16,1.1980999993478727e-05,0.002408446316447409,0.40640575210393004,7.488124995924204e-07
NBEAL2,4,1.6555518639593268e-07,0.0009207335257773216,0.3788848263254113,4.138879659898317e-08
CAMSAP1,20,1.5502013826418602e-05,0.0024312631627553998,0.4203143484874092,7.751006913209301e-07
ATAD2,18,7.202556558264958e-06,0.0033494321493102346,0.42469262295081966,4.001420310147199e-07
ACE2,8,7.0464133423670925e-06,0.0003360522922976643,0.35630372492836676,8.808016677958866e-07
ASAP3,13,1.3061728219023615e-05,0.0010840731610624254,0.38033338430952746,1.0047483245402781e-06
WASL,69,0.0001495199219656237,0.006269665603595353,0.4570850946517184,2.1669553908061407e-06
EHBP1,21,2.5943024627588884e-05,0.002658584796432945,0.4217756296107861,1.2353821251232803e-06
MAPKAP1,67,0.00011240807632371197,0.006726173229681707,0.4472217227117425,1.6777324824434623e-06
PTPRS,39,8.004186209221027e-05,0.0035036723433738105,0.425564681724846,2.0523554382618017e-06
PTPRG,29,5.6411366897026425e-05,0.0010814695611790102,0.3822331514639207,1.945219548173325e-06
JUN,851,0.012784169466365281,0.08753512438604336,0.5400651465798045,1.5022525812415137e-05
JUND,50,6.548085923091875e-05,0.004576812797734151,0.4211685012701101,1.309617184618375e-06
ERBB3,140,0.00048277573691575185,0.013277091031335063,0.4657303370786517,3.448398120826799e-06
WDR76,153,0.00024177442618705875,0.018716389157312097,0.455786676440942,1.580225007758554e-06
HIST1H2BB,212,0.0004058117849285667,0.02502264463408324,0.46840568791788306,1.9142065326819185e-06
AIFM1,207,0.0007674298462734463,0.024240533779775846,0.47209567198177677,3.70739056170747e-06
HIGD2A,6,3.861120183340999e-06,0.0005950379945134541,0.361666545480986,6.435200305568331e-07
VWA8,22,3.720147706001272e-05,0.003010901466940639,0.4111423375764589,1.6909762300005783e-06
AGPS,67,6.622069915948816e-05,0.008465638141624845,0.4383151216073317,9.88368644171465e-07
ACOT8,13,4.133450656868176e-06,0.002243658072574989,0.39627151051625237,3.179577428360135e-07
PHYH,5,1.0317825928097603e-06,0.0007158458277194742,0.3750848352311289,2.0635651856195207e-07
GNPAT,18,2.1813017385647744e-05,0.0020329357132028146,0.3986854761141391,1.2118342992026524e-06
ACOX3,2,0.0,6.914763923636263e-05,0.3196247268988562,0.0
PEX14,48,3.015943594534096e-05,0.004902893685311921,0.40083810137803205,6.283215821946033e-07
ECI2,29,3.4724856857386424e-05,0.0033095355228596516,0.41498414817286833,1.197408857151256e-06
G6PD,58,5.575277971485854e-05,0.00805287753593162,0.43912774785909775,9.61254822669975e-07
SCP2,31,3.362749312592706e-05,0.002150565906561837,0.3925189393939394,1.0847578427718405e-06
EPHX2,11,1.1766462761762735e-06,0.0005883840100723643,0.34654776005016374,1.0696784328875214e-07
HMGCL,24,5.0689845013715795e-05,0.0010531019602372184,0.36080081241839546,2.1120768755714916e-06
HSDL2,33,1.6710245679271944e-05,0.005249716552052222,0.4259290974481932,5.063710811900589e-07
ACAD11,20,1.9392851779432577e-05,0.0012263976698569075,0.3818223689260766,9.696425889716289e-07
LONP2,15,8.983901085582403e-06,0.00264696754513792,0.4150187734668335,5.989267390388268e-07
ZADH2,10,4.129703529190937e-06,0.0013204788053365595,0.39419876367094625,4.129703529190937e-07
ISOC1,32,1.927704912036682e-05,0.005305291612202857,0.42209775967413443,6.024077850114631e-07
NUDT12,9,3.622107958556955e-06,0.0003323734545700226,0.34384072998755705,4.0245643983966166e-07
DHRS4,32,3.8229665099574444e-05,0.0019494017165057253,0.3952324195470799,1.1946770343617014e-06
PECR,11,3.7683265658645963e-06,0.0004442679287183561,0.3445314123432846,3.425751423513269e-07
PNPLA8,6,9.340997976531778e-07,0.0010162889267731482,0.37562301767104667,1.5568329960886296e-07
DECR2,12,4.51920117911672e-06,0.0018711252609296348,0.40730429086144776,3.766000982597267e-07
HACL1,7,2.2744595366851583e-06,0.000251823138604717,0.3412692967409949,3.2492279095502264e-07
CROT,6,1.5685370439139074e-06,0.000239474896280672,0.33667253282794096,2.614228406523179e-07
GSTK1,44,5.4635414486985615e-05,0.00541777018483698,0.42801824283624473,1.2417139656133095e-06
AURKB,153,0.00029305955972305575,0.01934345240323713,0.47502626301212875,1.9154219589742206e-06
BET1,185,0.000665369607704035,0.00932332578466166,0.4415446071904128,3.5965924740758645e-06
CANX,388,0.00398036544902826,0.035972536328092275,0.502576538344953,1.0258673837701702e-05
NUDT19,20,2.533425671921247e-05,0.0008706648831875276,0.3607223148886794,1.2667128359606234e-06
MYO1B,86,0.000144365508813776,0.013335357452664651,0.46261160714285715,1.6786687071369303e-06
POTEJ,10,2.3385023753629383e-06,0.0023239267218143496,0.3892323342984584,2.3385023753629383e-07
ECH1,87,0.0003230704885866011,0.009425156886842116,0.45428806283678874,3.7134538918000127e-06
MLF2,49,2.8442605527318774e-05,0.007031187680706469,0.4441864618681908,5.804613372922198e-07
DHX40,21,8.66914661686184e-06,0.0040176997441378785,0.4219903283278188,4.1281650556484947e-07
GRPEL1,79,0.00010624643507076427,0.008824486066841046,0.4452201933404941,1.3448915831742314e-06
GNG12,26,1.532269618434305e-05,0.002918620860755202,0.4095512556607657,5.893344686285788e-07
LIMA1,212,0.000665614699411743,0.021399489233478917,0.48380507732710826,3.139691978357278e-06
FBL,285,0.0006646790373620828,0.04038286102243961,0.47448249546885435,2.332207148638887e-06
LMNA,433,0.004969652823574583,0.04839633393760043,0.5056933712891419,1.1477258253059083e-05
RAB11A,153,0.0005725164822822814,0.014627952360007015,0.461924219910847,3.7419377926946496e-06
RAB5A,112,0.0003870448331410618,0.0080007520852209,0.45746344155246943,3.4557574387594802e-06
RAB9A,102,0.00020692140921388442,0.005836058429888656,0.41278008298755187,2.0286412668027885e-06
LANCL2,24,1.6429648230607157e-05,0.004470873007572716,0.42166836215666326,6.845686762752982e-07
RPS6,335,0.0006405658565951757,0.053245632333699826,0.48850913376546845,1.9121368853587334e-06
TUBG1,214,0.0006673738830805454,0.02873324049562223,0.47799346530847586,3.1185695471053525e-06
GOLGA2,230,0.0017688094880827059,0.015594470742154006,0.4762087123025371,7.690476035142199e-06
TGOLN2,281,0.0023102439001321663,0.012010679273881051,0.4607261948869952,8.221508541395609e-06
PSMD12,85,5.297655952805212e-05,0.011980047463071172,0.44127040454222854,6.232536415064955e-07
ORC4,42,5.354657918630421e-05,0.006224394341182334,0.4294965892409982,1.2749185520548621e-06
NME2P1,12,8.201618105051288e-06,0.0008646277836295875,0.3674645390070922,6.834681754209407e-07
AHSG,27,4.80905351053888e-05,0.0029851332435851257,0.4256739409499358,1.7811309298292148e-06
RPA2,371,0.0014885907812984447,0.0431463285569332,0.49635764893723183,4.012374073580713e-06
NT5E,27,5.809123839984417e-05,0.0016237481494578733,0.3910377358490566,2.1515273481423767e-06
POLD1,97,0.00014409447308318677,0.015445848959939945,0.4618813260284149,1.4855100317854306e-06
KIAA1841,3,4.503624175326441e-08,0.0004383618181785915,0.35630372492836676,1.501208058442147e-08
TBC1D19,4,5.322908251345253e-06,0.000571747944642426,0.3560741642207746,1.3307270628363133e-06
MTA1,93,0.0003170912885882689,0.013140059530088087,0.46792097836312324,3.4095837482609563e-06
ZCCHC8,52,3.8038676243403117e-05,0.008637679367495932,0.44225126700453454,7.315130046808292e-07
ZBTB33,37,5.307413197868136e-05,0.004357441829521202,0.42324710687542544,1.4344359994238206e-06
C11orf49,16,7.462489574219727e-06,0.0014676797406714456,0.3744072261949567,4.6640559838873293e-07
ORC3,31,1.050741220419171e-05,0.005444688312795148,0.43031404100700754,3.389487807803777e-07
YEATS2,34,2.9975336379495235e-05,0.005441049512425049,0.43796777317953683,8.816275405733893e-07
SCML2,13,1.619544207085006e-06,0.0015768435787926044,0.3743226971703793,1.2458032362192354e-07
MRM1,122,0.00025617282747232133,0.006560697318401018,0.4125062199369713,2.0997772743632896e-06
ALDH4A1,51,0.00016728033737701387,0.0025720754370090783,0.3948245753294174,3.280006615235566e-06
HSPD1,380,0.004265804368122053,0.04657041530565589,0.5066720994193745,1.1225800968742244e-05
PDK1,149,0.0007817258336830325,0.00726999999032542,0.43139635732870774,5.246482105255252e-06
SFXN1,152,0.00033968511326753706,0.01636454134375226,0.4594494734897469,2.23477048202327e-06
HK1,98,0.00017809304891062077,0.010012373349331478,0.45758969641214353,1.8172760092920488e-06
TRMT61B,107,0.00017551185091794255,0.0055936711493772585,0.3990693196405648,1.6402976721303042e-06
AURKAIP1,124,0.00014918357277631772,0.01067765346253906,0.41436187937354213,1.203093328841272e-06
CDK5RAP2,46,3.9961331365510205e-05,0.004824011795045657,0.4149149149149149,8.687245949023958e-07
PSMD10,62,5.965486712592147e-05,0.006832427073766119,0.4339935433208272,9.6217527622454e-07
DIRAS3,17,1.5695945828478023e-05,0.0013398775809396832,0.3914994096812279,9.232909310869425e-07
HNRNPA1,435,0.0026698954295336147,0.061973249541402875,0.5080175671535083,6.137690642606011e-06
NEK2,74,0.0001168521742685275,0.009067066706595612,0.43154606975533577,1.5790834360611826e-06
TP53BP1,236,0.0008498620548189916,0.022936488366956217,0.4741658722592946,3.6011104017753884e-06
PTGS2,40,0.00016412899933846792,0.004641496600330798,0.4269894411537471,4.103224983461698e-06
VCP,606,0.007528988903953239,0.0625301923051048,0.5207286432160804,1.2424074098932737e-05
LTN1,60,0.00015567545544743926,0.005235392246481023,0.435742444152431,2.5945909241239876e-06
KRT17,133,0.0001891216098468377,0.021023555994628376,0.46964403739023697,1.421966991329607e-06
PLK2,29,6.160148881485916e-05,0.0018352209021004766,0.3997428272924536,2.124189269477902e-06
TFDP1,62,6.883040085508391e-05,0.0063558094763816915,0.4263672209840562,1.1101677557271598e-06
CDKN1C,31,1.393771467265118e-05,0.0031685705352858333,0.3971891719236605,4.4960369911778e-07
METTL3,175,0.00018113536491096713,0.025693943034974694,0.46008694847840165,1.0350592280626694e-06
METTL14,274,0.00032966770513025254,0.04179236008610401,0.470621629293216,1.2031668070447174e-06
WTAP,91,8.595059803713125e-05,0.012607363245763059,0.455995599559956,9.445120663421016e-07
TMEM126B,15,3.518309651287262e-05,0.0018421666400119867,0.40142038576386085,2.3455397675248417e-06
HSPA8,606,0.006881159628717785,0.06969342689648936,0.5243516761543326,1.1355048892273572e-05
HSPA5,454,0.0044780540023471845,0.05919488789522987,0.5116231228142357,9.863555071249305e-06
CCT6A,204,0.00036571506526608406,0.031672274264508596,0.4828657411901757,1.7927209081670788e-06
HSP90AB1,502,0.004777998179779296,0.059088143964677764,0.5168866257923724,9.517924660914933e-06
CALR,120,0.0004017184482854754,0.01530944096107936,0.47457303692395764,3.3476537357122947e-06
HSPA1A,290,0.001208663804976296,0.039463375869231175,0.4937462775461584,4.167806224056193e-06
HSP90B1,212,0.0007836966969828375,0.029986054999958853,0.48488984207447844,3.6966825329379127e-06
HSPA9,284,0.00104430340633093,0.04299665700930939,0.5012596996875944,3.6771246701793307e-06
EIF5B,72,0.00010339736936034724,0.012552527576707054,0.45050267185943305,1.4360745744492671e-06
RPS8,235,0.00021716444154209338,0.0456161555344657,0.4748448687350835,9.241040065620995e-07
FUBP1,99,0.00017414187363858695,0.01525853732422699,0.46499018416378424,1.7590088246321916e-06
SAFB2,50,2.8548088857583877e-05,0.009445648649996138,0.43608627038400843,5.709617771516775e-07
SUPT6H,53,2.920484977398895e-05,0.00914356642213347,0.4452600483394504,5.510349013960179e-07
DDX10,48,4.867624121503001e-05,0.00811667560597344,0.43994339288873163,1.0140883586464586e-06
DDX6,105,0.00019516195834695286,0.01849164645367393,0.46915676287492925,1.8586853175900271e-06
STAT1,206,0.0012279163804789347,0.020498379821125137,0.4870740305522914,5.960759128538518e-06
TBX3,39,2.3056559068450376e-05,0.005674703462655015,0.4139825218476904,5.911938222679583e-07
ILK,204,0.0006036835572221417,0.022957950917589412,0.47735124760076775,2.9592331236379496e-06
NEK1,22,1.5929287318534456e-05,0.0015058545313094264,0.3796946564885496,7.240585144788389e-07
CDK16,51,5.887916473507452e-05,0.005726738496057589,0.4336152035567954,1.1544934261779318e-06
PTPN7,31,3.319814220810409e-05,0.002310250960706277,0.3995501646718612,1.070907813164648e-06
PPM1B,88,0.0002170095735807632,0.00943430099128945,0.4475033738191633,2.4660178815995817e-06
KTN1,54,0.00014775929011115514,0.00772604284394609,0.4527168471830345,2.7362831502065765e-06
ARF4,80,8.721467323160199e-05,0.012496260441344274,0.45822201750345465,1.0901834153950249e-06
GNL1,22,4.808798378418379e-06,0.003490430335980602,0.38862411125869206,2.1858174447356266e-07
MX1,22,5.483721559628805e-06,0.00282894457003102,0.4123352399900522,2.492600708922184e-07
ACTN1,151,0.00040481579153984755,0.01852478800501337,0.47753456221198154,2.680899281720845e-06
VIM,256,0.0013510851644556187,0.0331552794927446,0.491065258169612,5.277676423654761e-06
FLNA,293,0.0015457848507602094,0.03606777143481065,0.49571457046043454,5.275716214198667e-06
PFN1,100,0.0001668456913841117,0.01790066397982534,0.4712905059693007,1.6684569138411171e-06
KRT2,86,8.512974414641002e-05,0.01695541563669192,0.45591200733272225,9.898807458884886e-07
KRT10,87,6.107250016775083e-05,0.017182815715560743,0.4581798084008843,7.019827605488601e-07
CAPZB,130,0.0002596602325482869,0.02153428866592324,0.4763455276766903,1.9973864042175913e-06
NEXN,32,1.1944333897835888e-05,0.004065141661709413,0.4023295316670711,3.732604343073715e-07
NOX4,5,2.070471253110498e-07,0.000566329103450537,0.35224134268111323,4.140942506220996e-08
TPT1,141,0.00044564514310116806,0.012457232700395596,0.45911020860254753,3.1606038517813336e-06
NUCB1,26,7.476861126570563e-05,0.0023101408326148417,0.40242718446601944,2.875715817911755e-06
COL6A2,9,1.1121519687927827e-05,0.00029859963285428594,0.34159741775976926,1.2357244097697586e-06
CD81,200,0.0007634945622196181,0.025766210760008137,0.46555597154623735,3.817472811098091e-06
ARHGEF6,34,2.2217531770879566e-05,0.003188093609996677,0.40501587818581547,6.534568167905755e-07
PSMA6,149,0.00027626309051882655,0.020603284132806116,0.4662979281897441,1.8541147014686346e-06
PSMC5,194,0.0007315908880159835,0.026282349923796158,0.4830064090114585,3.771087051628781e-06
SOS1,72,0.00014477234203254515,0.005905916587448162,0.4409574468085106,2.0107269726742383e-06
SMG7,32,2.600091255439832e-05,0.0039922467183386625,0.42986777288047706,8.125285173249475e-07
PTPN11,199,0.0013627114933119947,0.01586876512084095,0.47822324776463804,6.847796448803993e-06
MAP1LC3A,280,0.0008762142928401489,0.036930311208314116,0.48918174665617625,3.129336760143389e-06
OTUD7B,27,1.3766429541086785e-05,0.003279705935856369,0.412096106048053,5.09867760780992e-07
HMGA2,25,3.572278756411282e-06,0.0043213876270939465,0.4106332039957071,1.428911502564513e-07
DCAF13,49,2.1091276081763017e-05,0.007869540220292811,0.4242579324462641,4.3043420575026566e-07
UBE2D4,41,5.510472024991665e-05,0.003144552209913135,0.4129857190302225,1.3440175670711377e-06
UBE2E1,76,0.0001587905396337565,0.005852138330813885,0.4275032230339493,2.0893492057073226e-06
UBE2J2,16,9.202744816524719e-06,0.002177910202221271,0.40817331363860165,5.751715510327949e-07
UBE2O,76,0.00020846862822708316,0.009217963611547367,0.44863353477045187,2.743008266145831e-06
UBE2Q1,13,6.805631104650427e-06,0.0022526908361830676,0.3974430683180184,5.235100849731098e-07
UBE2Q2,20,2.642061258226075e-06,0.002449114948433357,0.3949813388390376,1.3210306291130376e-07
CDC34,219,0.0006457717924691808,0.021272273837097386,0.4720060732586829,2.9487296459779945e-06
UBE2R2,31,1.857580440208081e-05,0.0036567016633297957,0.4078051979995081,5.992194968413164e-07
UBE2S,62,5.408711168854591e-05,0.009002648590967544,0.4514430931203485,8.723727691700953e-07
RC3H1,411,0.0010311613437604373,0.050845382548360143,0.48356990083608786,2.508908378979166e-06
RC3H2,427,0.0010601394717242797,0.05273405974136737,0.48484257724924457,2.482762228862482e-06
APBB2,23,2.819779473797873e-05,0.0027399126602176056,0.4181940474188667,1.2259910755642926e-06
MYL6B,31,5.025347709290483e-06,0.006252980841210474,0.41763224181360203,1.6210799062227366e-07
CHFR,41,3.1242930086229215e-05,0.004266324989801051,0.41460365091272816,7.620226850299808e-07
PAG1,46,0.00011475753259357003,0.0029974144764569753,0.41640853913771453,2.4947289694254354e-06
BRCA2,88,0.00025257353729911825,0.008379966253866946,0.4458587307278594,2.8701538329445255e-06
ATG16L1,458,0.0035925885007146714,0.042816505170787354,0.5055391808110581,7.844079695883563e-06
CTDP1,93,0.0001664002463777098,0.004883681017534192,0.4054450603195305,1.789249961050643e-06
FUS,323,0.0011990385014201887,0.05040843947329327,0.49620909816440545,3.7121935028488813e-06
PSMA3,232,0.0008284337803573606,0.032591090376380596,0.4891336414593372,3.5708352601610372e-06
ACTL6A,101,0.00015159468784471596,0.014443814607492805,0.46321475135034457,1.5009375034130292e-06
CKB,96,0.0001876905069823219,0.013615641921577859,0.45140212360468285,1.95510944773252e-06
DARS,109,8.201092628126531e-05,0.021752073406898845,0.46973274152422323,7.523938190941772e-07
DLST,226,0.0005609275434007783,0.024224909113258503,0.47538946764790213,2.481980280534417e-06
