Unnamed: 0,Algorithm,Module ID,no. of seed genes,total no. of genes in each module,all seed genes,all genes in each module,p-value
7,louvain,5,11,255,"{'ACY1', 'SOD2', 'CFL1', 'CAT', 'ALDH2', 'GSTO1', 'ALDH4A1', 'BCAT2', 'PEBP1', 'GSTA4', 'GSTP1'}","['CFL1', 'ACY1', 'TTC1', 'NOL3', 'GSTA4', 'HSPA4L', 'TAGLN', 'SOD2', 'BID', 'EZR', 'ARHGDIA', 'MSN', 'GSTP1', 'ATF2', 'HSPH1', 'TXNDC17', 'CAT', 'ANXA2', 'FKBP2', 'ALDH2', 'UNC119', 'XPNPEP1', 'IGSF21', 'PEBP1', 'STC2', 'SHMT1', 'CRMP1', 'GSTO1', 'RBM48', 'HSPB1', 'PLAT', 'TERF1', 'SNCG', 'PEX5', 'CARHSP1', 'IDE', 'THEM4', 'BCAT2', 'HSPE1', 'ANXA1', 'DUSP4', 'PDIA3', 'TPI1', 'LGALS1', 'ATG101', 'UBA5', 'PKM', 'VIM', 'USP9X', 'BAG3', 'GAPDH', 'PGAM1', 'CAPN2', 'PDCD6IP', 'UBE2B', 'RANBP1', 'CNST', 'ISG15', 'TERF2IP', 'TINF2', 'POT1', 'NME2', 'ENO2', 'CKB', 'HK1', 'ENO1', 'MDH1', 'LDHA', 'PPIA', 'ALDOA', 'GDA', 'ALDH4A1', 'SRXN1', 'ALDH5A1', 'PRDX1', 'HSD17B4', 'ZC3H11A', 'PCMT1', 'FH', 'GSTT1', 'SOD1', 'SULT1A1', 'ANXA7', 'SERPINH1', 'IGBP1', 'ANXA3', 'PTGR1', 'HMGCS1', 'PCBP1', 'LIG4', 'IQCB1', 'CAPN1', 'PTGES3', 'TRIM4', 'SRI', 'CYP4F12', 'ALDH1A1', 'HLA-DMB', 'GARS', 'GFPT1', 'SSSCA1', 'PDCD6', 'MTAP', 'ARFIP1', 'PUS7', 'ASB1', 'ASB12', 'ASB15', 'ASB16', 'PGAM2', 'UCHL3', 'ALDH16A1', 'CFL2', 'GSTA2', 'C2orf50', 'FUBP1', 'UBE2N', 'TKT', 'PCBP3', 'GSTA1', 'PHOSPHO1', 'PPME1', 'PECR', 'ALDH1A2', 'ALDH6A1', 'FGB', 'SLC9A3R1', 'ABAT', 'ACAA2', 'ACO2', 'GLO1', 'AHCY', 'AKR1A1', 'ALDH1B1', 'LDHAL6A', 'LDHB', 'RPE', 'ADH5', 'DSTN', 'GPI', 'LDHAL6B', 'ARF4', 'ASNS', 'C11orf54', 'ETFA', 'BPNT1', 'CAPN9', 'ACAA1', 'ACE2', 'ACOX1', 'AGL', 'ALDH7A1', 'ENO3', 'PGM1', 'PPA2', 'SORD', 'UFC1', 'CAPG', 'COTL1', 'CRIP1', 'DAZAP1', 'GPT', 'GPT2', 'KYNU', 'PFN1', 'PIR', 'RAB10', 'WDR1', 'COX17', 'CSRP1', 'DBNL', 'DUT', 'ESD', 'ETFB', 'FAHD1', 'FAHD2A', 'FKBP1B', 'GNPDA2', 'GOT1', 'GPX4', 'FKBP7', 'P4HB', 'TXN', 'GSTT2', 'GSTT2B', 'ACAT2', 'LYPLA2', 'MDH2', 'NME1', 'NUDT9', 'SPR', 'YKT6', 'PEPD', 'PGM2', 'HSD17B10', 'TAGLN2', 'TPD52', 'PRDX2', 'PRDX5', 'PRDX6', 'RFK', 'ALDOC', 'OAT', 'STIP1', 'TAGLN3', 'TANGO2', 'MYH7B', 'TRAP1', 'UFM1', 'HSPB2', 'CNDP2', 'SULT4A1', 'PPIB', 'KRT87P', 'PLA2G4A', 'CDC73', 'STMN1', 'FKBP1A', 'ATIC', 'CAST', 'CLIC1', 'EIF5A', 'IDH1', 'RDX', 'S100A11', 'S100P', 'CCS', 'PLIN3', 'PAICS', 'NUDC', 'PARK7', 'GLOD4', 'ISYNA1', 'NSFL1C', 'CIAPIN1', 'TBC1D10A', 'PALM3', 'DUSP12', 'DUSP13', 'LACRT', 'MTHFD2', 'NIT1', 'DLD', 'DLST', 'UBL7', 'RSC1A1', 'PPTC7', 'TYSND1', 'S100A8', 'UBA1', 'PTMA', 'HEXA', 'SNX3', 'LCP1', 'TBCA']",0.04547716637399925
1,louvain,1,19,545,"{'ABL1', 'TSC2', 'VEGFA', 'EFNB2', 'IRS1', 'HRAS', 'TNK2', 'SOCS4', 'IL6', 'CISH', 'EGF', 'STAT3', 'AKT1', 'TRIT1', 'EIF4EBP1', 'CHN2', 'MAP2K7', 'MUC1', 'STAT5A'}","['STAT3', 'IGF1R', 'IRS1', 'PTK2', 'INSR', 'AKT1', 'PLXNA1', 'ABL1', 'HRAS', 'RAP1GDS1', 'CTNND1', 'JAK3', 'STAT5A', 'HSH2D', 'TNK2', 'EIF4EBP1', 'ERBB4', 'EGFR', 'RET', 'EPHA5', 'TSC2', 'JAK1', 'MUC1', 'PTPN6', 'MET', 'SRC', 'BCR', 'TNFRSF10B', 'FADD', 'FASLG', 'RHOA', 'FAS', 'CASP10', 'CASP8', 'TNFRSF1A', 'LYN', 'ERBB2', 'PIK3R1', 'BCAR1', 'GNA13', 'GNA12', 'ABL2', 'CRKL', 'RAF1', 'GADD45B', 'MAP2K7', 'RGL4', 'EGF', 'RIN1', 'RALGDS', 'RASIP1', 'RGL2', 'PAK1', 'AKTIP', 'PIK3CA', 'IL6', 'IL6R', 'RHEB', 'RAP1A', 'GALNT4', 'ADAMTS1', 'VEGFA', 'KDR', 'FYN', 'FER', 'YES1', 'SOS1', 'PRKCA', 'HSP90AA1', 'ARHGEF1', 'GRB2', 'HGH1', 'TRIT1', 'CHN2', 'FGFR3', 'IRAK1', 'SOCS1', 'STAT1', 'PTPN11', 'IL1RAP', 'PGF', 'PIK3R3', 'IL2RB', 'JAK2', 'SHC1', 'INPPL1', 'PDE6D', 'CISH', 'ERBB3', 'MAP3K1', 'GALNT12', 'SLC9A2', 'NRP1', 'FES', 'DOK1', 'ZAP70', 'RASSF5', 'KHDRBS1', 'RAC1', 'MAPK8IP1', 'MAPK8IP2', 'PTPN1', 'MAP2K4', 'GRB10', 'CRK', 'MTCP1', 'SPARC', 'HCK', 'CHUK', 'IKBKB', 'PIK3CD', 'SNCA', 'VAV1', 'DUSP19', 'MAP3K5', 'GHR', 'MTOR', 'RPS6KB1', 'TSC1', 'CAV1', 'LRPAP1', 'PPP2R2A', 'RPTOR', 'PAM', 'RPS6KA1', 'AP3S1', 'ZDHHC16', 'ELP2', 'PTPRF', 'PSEN1', 'EFNB2', 'EPHA3', 'PRKCQ', 'DGKZ', 'DUSP1', 'GPC1', 'MAP3K11', 'NEDD9', 'PRKCZ', 'MAPK8IP3', 'PAX2', 'ARRB1', 'PRKCD', 'NISCH', 'TRIP6', 'GAB2', 'PDPK1', 'PKN2', 'MAP3K8', 'MTBP', 'CBL', 'MAP3K12', 'MAP3K13', 'TUB', 'ROCK1', 'TSHR', 'IL6ST', 'EIF2AK2', 'BMX', 'CD247', 'CCR5', 'IL3RA', 'EPOR', 'PAG1', 'NCK1', 'PLCG1', 'PIK3CG', 'EPHB2', 'MICAL1', 'MCF2', 'RASA1', 'PRKCE', 'KRT17', 'NCK2', 'SORBS1', 'IRS2', 'SHD', 'SHE', 'TBC1D7', 'PLXNB1', 'USP8', 'ALK', 'CBLB', 'IKBKG', 'CDC37', 'MYD88', 'FGFR1', 'FGFR2', 'MAPK11', 'STK4', 'NEDD4', 'FABP4', 'TUBA1A', 'PPP2R1B', 'PPP2CA', 'USP2', 'TRAF6', 'RICTOR', 'TTC3', 'BPGM', 'PI4K2B', 'TIRAP', 'TAB1', 'PDE4D', 'FKBP5', 'PPP3CA', 'PTEN', 'SQSTM1', 'IRAK4', 'GFAP', 'FUT1', 'RASSF3', 'KLHL25', 'SPRY2', 'CD44', 'AXL', 'PDGFRB', 'LTK', 'SOCS4', 'MERTK', 'TRADD', 'GAB3', 'LNX1', 'WAS', 'MAP3K7', 'CSF3R', 'TRAF2', 'SOCS7', 'SH3RF1', 'MAP3K4', 'DHRS2', 'LCK', 'SOCS3', 'LRRK1', 'STK3', 'KCNA5', 'CAMK2A', 'GNB1', 'PIK3R2', 'UBASH3B', 'MAPT', 'TRHDE', 'PINK1', 'SELL', 'PFKFB1', 'NOS3', 'STK25', 'SLC9A3R2', 'PKN1', 'CDH2', 'STAM2', 'BCL10', 'BTK', 'PLCG2', 'SH2B1', 'CARD11', 'DLG4', 'PTPRU', 'PREX1', 'SERTAD4', 'APPL1', 'MAP3K10', 'FGR', 'HES5', 'KRAS', 'PIK3CB', 'CSK', 'DOK2', 'DAB2IP', 'CAMK1', 'NCF1', 'LYVE1', 'FLT1', 'SULT2A1', 'CYP2C9', 'AQP11', 'TICAM2', 'CAMP', 'PTGDS', 'AMBP', 'HSPA6', 'LPXN', 'UGT2B4', 'SPRY1', 'WNT2', 'SESN2', 'IL22RA1', 'VWF', 'ZNF596', 'MDFIC', 'POM121C', 'RASSF6', 'ZNF133', 'PPP2R1A', 'SLMAP', 'RIN2', 'SMYD3', 'ERRFI1', 'NTRK2', 'NTRK3', 'PDZK1', 'EIF2AK1', 'CASK', 'MAP3K3', 'SPRR2A', 'MLST8', 'CLIP3', 'STK11', 'SH2D1A', 'ZNF646', 'SMCO3', 'SYK', 'SNX17', 'PYCARD', 'ACAP1', 'DLC1', 'CDON', 'MBP', 'MAVS', 'RAPGEF1', 'DDR1', 'DDR2', 'PPM1F', 'PPM1A', 'AATK', 'TBK1', 'SHB', 'AKT1S1', 'RRAGA', 'RRAGB', 'RRAGC', 'RRAGD', 'DIRAS3', 'SLC25A41', 'EFNB1', 'EPHB3', 'EPHB4', 'DIP2B', 'RETSAT', 'METTL13', 'TYK2', 'SDC2', 'KIAA0391', 'FAM171A2', 'LMBR1', 'TIGD5', 'RADIL', 'CACNG2', 'HOXB5', 'SPACA1', 'RABGGTB', 'PPM1B', 'RP2', 'TMEM185A', 'HDLBP', 'VEGFB', 'TMEM192', 'PSEN2', 'TMEM223', 'BDH1', 'DUSP14', 'ICOS', 'FAM213B', 'THBS3', 'CYP51A1', 'DHCR24', 'PICK1', 'IER2', 'PDK1', 'RTFDC1', 'AKT2', 'AKT3', 'ILKAP', 'OSTF1', 'STK26', 'BCAR3', 'BRWD1', 'DOK3', 'MPZL1', 'SH2D2A', 'TM4SF19', 'ZNF281', 'OLIG1', 'RBP7', 'SH3BP2', 'ANKS1A', 'FRS3', 'PELI1', 'KLF15', 'OFCC1', 'ZNF557', 'MNDA', 'GRAP2', 'AGR3', 'EPSTI1', 'IL13RA2', 'IL24', 'MRC2', 'OSGIN1', 'S100A14', 'ST14', 'THRSP', 'KLK9', 'BLID', 'CXCL1', 'GREB1', 'PRSS50', 'CCL5', 'GRIN2A', 'PLP1', 'PRKCB', 'SNCB', 'ZNF691', 'MS4A1', 'LNX2', 'PEX1', 'FGFR1OP2', 'ICAM5', 'TXNL4A', 'RNF13', 'FGF5', 'HRH1', 'PDGFRA', 'CTLA4', 'STAT5B', 'TRIM15', 'ANKRD26P1', 'KIF27', 'FBXL12', 'MAP2', 'MAP1LC3A', 'PTPRB', 'PTPRZ1', 'RASD2', 'NGFR', 'AGAP2', 'ARHGAP5', 'ARHGDIB', 'ARVCF', 'CXADR', 'DAG1', 'DLG1', 'EPHA2', 'GAB1', 'ITGB1', 'NOTCH2', 'NOTCH3', 'PTPRJ', 'PXN', 'SLC9A1', 'ADAM17', 'TLN1', 'STK24', 'ARHGAP32', 'RB1CC1', 'FRS2', 'DAAM1', 'EFR3A', 'ARHGEF12', 'MINK1', 'F11R', 'NLRP2', 'LRRC7', 'PEAK1', 'SRCIN1', 'GPRIN1', 'CANT1', 'MPP7', 'SH3PXD2B', 'AGTR1', 'PLA2G16', 'PTPRD', 'PTPRS', 'DUSP22', 'DUSP9', 'LMAN2L', 'CHN1', 'TLR2', 'HSP90AB3P', 'RGS3', 'WNT7A', 'FAM19A3', 'YBEY', 'KLK5', 'LAMP3', 'LRRC32', 'IL20RA', 'PROZ', 'PCDHB11', 'CYP2S1', 'KLK11', 'ATP11C', 'ZNF550', 'TMEM59L', 'ATG3', 'PLCXD2', 'CD83', 'SGK1', 'TPCN2', 'PCDHGC3', 'MBLAC2', 'C1QL4', 'S1PR1', 'DUS4L', 'PLEKHS1', 'TNFSF9', 'TMEM70', 'FAM221B', 'DKKL1', 'TSPAN3', 'GJB7', 'HDHD2', 'SDC3', 'PVR', 'ADAM32', 'PCDHGA5', 'PCDHGB4', 'SDC1', 'TRAPPC5', 'LRP1', 'STYX', 'TEK', 'EGLN1', 'NRAS', 'LCP2', 'TRMT2B', 'ITGB3', 'NRP2', 'PPP2R5C', 'PPM1M', 'DUSP21', 'PRKCI', 'SYTL1', 'RGS12', 'CSF2RB', 'MAP1B', 'PASK', 'MAP4K4', 'TGFB1', 'TUBB3', 'MAP1LC3B', 'EPHA4', 'ARHGEF6', 'ROR1', 'FGFR4']",0.06579061252359761
6,louvain,6,9,209,"{'EXOSC2', 'HADH', 'PRICKLE2', 'PTGS2', 'CCDC134', 'GJB1', 'COL23A1', 'ZBTB8OS', 'PSD2'}","['STRAP', 'COL23A1', 'CHTF8', 'FTL', 'UBAC1', 'EXOSC2', 'CCND2', 'UPF2', 'UPF3A', 'MYCBP', 'UBR1', 'PTN', 'SH3BP5', 'PTGS2', 'BRCA2', 'PTPN2', 'GJB1', 'IGFBP6', 'EXOSC4', 'EXOSC7', 'PSMD10', 'PSME3', 'PPM1D', 'CTR9', 'PSMC3', 'OTUD4', 'PSMD1', 'PSMC5', 'PMS2', 'PSD2', 'PMS1', 'UBE2Z', 'HADH', 'RGL1', 'PRKCH', 'ZBTB8OS', 'UBC', 'RAD23A', 'PSME2', 'UBB', 'PSMD9', 'TTPA', 'PSMD2', 'CCDC134', 'PSMC1', 'PSMD4', 'PSMC6', 'PSMA7', 'UIMC1', 'UCHL5', 'VCP', 'TBRG1', 'ASXL1', 'PSMA3', 'MAPK6', 'NMRK2', 'RAB34', 'PSMB6', 'PSMA8', 'PSMA6', 'PSMA4', 'PSMD11', 'RABGEF1', 'MFN2', 'HERC1', 'POLH', 'RNF11', 'UBQLN4', 'HBB', 'PSMB4', 'DIS3', 'DIS3L', 'EXOSC3', 'PSMC4', 'APP', 'PRICKLE2', 'EXOSC5', 'EXOSC9', 'EPB41L1', 'PSMB2', 'TXN2', 'PSMC2', 'JKAMP', 'NFATC3', 'NOS2', 'MLH1', 'METTL22', 'AICDA', 'PTGIS', 'BCKDK', 'MORC4', 'GSDMB', 'LBP', 'ADH1A', 'LPL', 'KEAP1', 'ETV5', 'TXNDC11', 'WASH2P', 'GALNT13', 'ST6GALNAC1', 'CELF2', 'PTGS1', 'MTR', 'PSMG3', 'RPP38', 'SUGT1', 'ATG16L1', 'ACACA', 'ADARB2', 'CIAO1', 'SPRTN', 'AURKB', 'GTF2F1', 'MEOX1', 'NHLH1', 'TFPT', 'INO80E', 'EXOSC8', 'SHMT2', 'MOV10', 'NXF1', 'EXOSC6', 'EIF2A', 'AMBRA1', 'UBE3C', 'HPS3', 'MTMR1', 'PKN3', 'DPH1', 'NXPH2', 'ZRANB1', 'UBR2', 'ANKRD13D', 'ANKRD13A', 'APOA1', 'FGA', 'ATP8A2', 'CLIC3', 'CLIC4', 'EXOSC10', 'EXOSC1', 'MPHOSPH6', 'PSMA2', 'NUP50', 'PSMA1', 'PSMB8', 'RSU1', 'GTF2E2', 'FAM117B', 'WDFY3', 'RANBP3', 'RASL10B', 'GET4', 'HERC2', 'BTD', 'NT5DC3', 'ASXL2', 'FBXL2', 'PSMD7', 'USP5', 'ALB', 'SHARPIN', 'RNF168', 'PLCB3', 'SYT7', 'USP6NL', 'EPN2', 'ELP4', 'COPG2', 'XRN1', 'SSH3', 'EPN3', 'PARVA', 'VCPIP1', 'TANC1', 'SYAP1', 'FMNL2', 'SLC2A14', 'PHLDB3', 'PTGER1', 'FAN1', 'TMEM184A', 'ZKSCAN1', 'OAS2', 'TCHH', 'CCDC40', 'C1D', 'KLHL7', 'TEX2', 'FOXRED1', 'TSPYL6', 'RAB30', 'LUM', 'RSRC1', 'SLIT2', 'LRRC47', 'ICK', 'WBP2', 'FANCI', 'ZGRF1', 'SIX2', 'PHPT1', 'FHOD1', 'AHSG', 'FBXO7', 'KIF4A', 'YEATS2', 'ABR']",0.06853650612225286
3,louvain,7,6,170,"{'SIRPA', 'PRKG1', 'PBLD', 'KRT8', 'PRKAA1', 'IFT88'}","['IFT88', 'BYSL', 'KRT8', 'PBLD', 'NPR1', 'PRKG1', 'SIRPA', 'ZBTB25', 'FXR2', 'TRIP13', 'ABI2', 'MRVI1', 'CCNG1', 'PRKAA1', 'FNIP1', 'NPDC1', 'IKZF3', 'AES', 'TNNT1', 'TROAP', 'PRKAG1', 'FBXW5', 'PRKAB2', 'PRKAB1', 'PRKAA2', 'PRKAG2', 'ULK1', 'GNL3L', 'BRSK1', 'MARK4', 'SNRK', 'QRSL1', 'TRIM27', 'VPS72', 'TRAF4', 'HGS', 'EPM2A', 'IFT81', 'IFT46', 'POLR1C', 'GORASP2', 'TRAF3IP1', 'EHHADH', 'TRAF5', 'CORO1A', 'SOX5', 'NIF3L1', 'WT1', 'TUSC2', 'MAP3K7CL', 'PLEKHA4', 'ZNF408', 'LONRF3', 'MDFI', 'SPERT', 'AQP1', 'CDX4', 'SDCBP', 'WDYHV1', 'GOLGA2', 'KRT31', 'APPBP2', 'KRTAP10-7', 'KRTAP10-9', 'KRTAP10-3', 'NOTCH2NL', 'RBPMS', 'KRT13', 'KRT15', 'KRT38', 'TFIP11', 'KRT40', 'LMO2', 'BEND7', 'VPS52', 'ZBED1', 'MTUS2', 'ROPN1', 'THAP1', 'HOMEZ', 'HMBOX1', 'VPS37B', 'TSC22D4', 'RIMBP3', 'UBXN11', 'PNMA5', 'RFX6', 'FAM124A', 'TEX11', 'CCDC33', 'EFHC2', 'C1orf94', 'NEK6', 'CCDC184', 'CCDC57', 'C4BPB', 'SURF2', 'DIP2A', 'POM121', 'SBF1', 'PLEKHG4', 'RDH12', 'SIRPG', 'IFT57', 'PXMP2', 'CCDC151', 'DCLRE1C', 'BOLL', 'MATN3', 'HYI', 'IFT80', 'MMAB', 'PGLS', 'FAM208B', 'CCDC87', 'LASP1', 'LCA5', 'ZSCAN26', 'SMC6', 'GDF15', 'FARS2', 'R3HDM2', 'UBE2O', 'PARS2', 'UBXN10', 'ARMC7', 'PLSCR1', 'SCEL', 'NEBL', 'CDC42EP1', 'KANK2', 'ABCF3', 'KIAA1217', 'PLSCR3', 'LZTS2', 'CCDC120', 'PPP1R18', 'FAM126B', 'ZNF232', 'TTC30A', 'TTC30B', 'ZNF785', 'PRKAG3', 'STIM2', 'ZFC3H1', 'PHKG2', 'CORO2B', 'CUTA', 'TMCO3', 'RHPN1', 'ZNF414', 'CCKBR', 'SMOC1', 'LMF2', 'ZNF764', 'IFT172', 'IFT20', 'IFT74', 'IFT27', 'CLUAP1', 'HSPB11', 'TTC26', 'DHPS', 'IFT22', 'IFT52', 'FANCG', 'CEP57L1', 'ZNF687', 'TMCC2', 'PRPF31']",0.2384522755653207
8,louvain,8,4,104,"{'FTH1', 'MPO', 'ARG1', 'SERPINB3'}","['FTH1', 'MAGEA12', 'SERPINB3', 'JUP', 'ELL3', 'CTSK', 'CTSL', 'CTSS', 'PKP1', 'PPL', 'ARG1', 'USP53', 'MPO', 'IGHA1', 'SERPINB4', 'IGHG1', 'MMRN1', 'PHF19', 'SERPINB5', 'SUSD3', 'ME1', 'GPR18', 'ASCC1', 'DDX19B', 'KIR3DS1', 'CCDC51', 'ICE2', 'PKP3', 'C16orf70', 'ZSCAN20', 'IGKC', 'FGG', 'IGHG3', 'CALML5', 'CCDC94', 'NARS', 'GSTCD', 'CA8', 'KLK7', 'FBXL4', 'ALOX15', 'DSC3', 'EVPL', 'GM2A', 'IVL', 'PI4KA', 'SPRR3', 'ZNF185', 'TRIM29', 'TBC1D22B', 'CAMK1D', 'NDRG2', 'POF1B', 'ELMOD3', 'ZG16B', 'SBSN', 'FRMD1', 'SDR16C5', 'APCDD1', 'SEMG2', 'SEMG1', 'A2ML1', 'HAL', 'PLB1', 'TREX2', 'KLK10', 'SERPINB7', 'SERPINA12', 'IL1RN', 'ACPP', 'CDK15', 'PLBD1', 'ZIC1', 'CRNN', 'CPA4', 'CASP14', 'TGM5', 'TGM1', 'CTSV', 'CST1', 'ALOX12B', 'FLG', 'PKD2L2', 'IL37', 'CST6', 'ASAH1', 'NPPA', 'CALML3', 'CAPNS2', 'TGM3', 'UCP2', 'NPB', 'FCRL5', 'FCF1', 'C21orf59', 'NCCRP1', 'CST4', 'ARG2', 'RBM24', 'PDE4DIP', 'ECM1', 'EHF', 'ASPRV1', 'SUV39H2']",0.2520873194859444
4,louvain,4,10,345,"{'PSCA', 'YIF1A', 'ANXA4', 'UQCR11', 'PHB', 'CPS1', 'DPP10', 'HIGD2A', 'ERGIC3', 'COG4'}","['NTRK1', 'PRTFDC1', 'CLN5', 'ERGIC1', 'ERGIC3', 'COG1', 'COG4', 'COG2', 'COG5', 'COG7', 'PHB', 'CA9', 'NDUFA13', 'XPO7', 'SLC35F6', 'ACP5', 'GOLM1', 'VEZT', 'TF', 'RAB5A', 'COG3', 'LIMK2', 'SYNE2', 'NF2', 'CLN3', 'LAMTOR3', 'SLC25A11', 'SLC25A6', 'ANXA4', 'PHB2', 'ADRB2', 'CPS1', 'CD4', 'LAMP2', 'TRIM13', 'GORAB', 'ZFYVE28', 'ABCB1', 'EXOC1', 'SMPD1', 'YIF1A', 'NAA16', 'CDK5RAP3', 'CD99', 'DPP10', 'KCND3', 'EMD', 'NSF', 'ATP1A1', 'ATP6V0A2', 'ATP13A2', 'ATP6V1B1', 'HIGD2A', 'COG8', 'UQCR11', 'UQCRQ', 'VAPA', 'NNT', 'STIM1', 'DNAJB11', 'SEC22B', 'CPT1A', 'PTGES2', 'MPST', 'TBL2', 'STX7', 'UQCRC2', 'WDR6', 'ECT2', 'VKORC1', 'VRK2', 'ACADVL', 'IPO11', 'VDAC2', 'COL9A2', 'COG6', 'ATP4A', 'PSCA', 'BICD1', 'HLA-A', 'CREB3', 'SDHC', 'OS9', 'LMAN2', 'GANAB', 'GCAT', 'TMED9', 'DERL1', 'ELMO1', 'HSP90B1', 'COX6C', 'LAMA1', 'HIPK4', 'TBC1D15', 'AGPS', 'DLAT', 'ESYT1', 'OGDH', 'RHOG', 'BLK', 'GALT', 'TFRC', 'ZDHHC17', 'FAF2', 'PPM1E', 'CKAP4', 'SUN2', 'RIC3', 'SPINT2', 'CD27', 'CAND2', 'EIF2B4', 'SAAL1', 'ATP2B2', 'DENND6A', 'EIF2B5', 'DAD1', 'BSG', 'ATP6V0A1', 'HBD', 'CD274', 'PEX19', 'ARHGEF26', 'EEF2KMT', 'VSIG2', 'CA14', 'PNKD', 'RARS2', 'POMK', 'DLK1', 'PRKCSH', 'VSIG4', 'TEKT4', 'DPEP2', 'COX16', 'ATP1A3', 'TMEM87A', 'SLC30A9', 'DNAJC11', 'FLVCR1', 'PARL', 'MFAP3', 'FAR2', 'ARV1', 'CLPTM1', 'SLC26A2', 'EXT1', 'TMEM246', 'STOM', 'STARD3', 'VMP1', 'ERGIC2', 'LMBRD2', 'TMEM184B', 'SLC25A17', 'CHPT1', 'GK', 'NDC1', 'PIGU', 'SFXN5', 'WRB', 'TMEM186', 'RER1', 'YIPF3', 'SLC16A13', 'SLC25A46', 'SGPP1', 'BSCL2', 'PTPMT1', 'DOLK', 'MTFP1', 'ALG3', 'SCN2B', 'SERPINA1', 'IGHG4', 'ALDH3A2', 'CLEC5A', 'RAB8A', 'ATL3', 'BCAP29', 'BCAP31', 'ATPIF1', 'COX5A', 'CYCS', 'EIF2B1', 'CHMP2A', 'STAG2', 'ATP5J', 'LGALS3', 'AFG3L2', 'ATP5B', 'ATP5L', 'COX4I1', 'CYC1', 'DDOST', 'GOSR2', 'HSD17B12', 'LMAN1', 'MTCH2', 'NDUFB4', 'RAB1A', 'RAB1B', 'RAB2A', 'SCAMP2', 'SSR1', 'STOML2', 'VDAC1', 'VDAC3', 'RTN4', 'SSR3', 'ATP5F1', 'NDUFB10', 'UQCRFS1', 'FAP', 'RABGAP1', 'VPS39', 'NACAD', 'CDH13', 'PDHB', 'ATP2A2', 'CANX', 'TCTN3', 'TCTN1', 'TMEM17', 'TMEM216', 'TMEM67', 'ATP2B1', 'RAB7A', 'XRCC3', 'PDHA1', 'RAB5C', 'AKAP1', 'RAB11A', 'EMC2', 'MTX2', 'GOLT1B', 'TMEM63B', 'YIPF5', 'MMGT1', 'SLC33A1', 'PDHX', 'RABL3', 'FOXD4', 'FOXF1', 'DEPDC1', 'RHOU', 'ESRRB', 'TRUB2', 'UBIAD1', 'RRP1', 'KIAA1551', 'VANGL2', 'SIRT3', 'ADCY9', 'ATP2B4', 'SCARB1', 'CTNNA2', 'HLA-C', 'KTN1', 'LBR', 'SLC1A5', 'SLC3A2', 'SLC12A2', 'SNAP25', 'STX4', 'SLC30A1', 'SNAP23', 'VAPB', 'RAB11B', 'VAMP3', 'SNAP29', 'SLC4A7', 'BZW1', 'IST1', 'GOLGA5', 'FLOT1', 'PGRMC2', 'EHD1', 'EXOC3', 'PDXDC1', 'CHMP2B', 'BZW2', 'STXBP6', 'EHD4', 'CHMP5', 'TMEM51', 'STEAP3', 'ESYT2', 'KIDINS220', 'SLC38A1', 'CHMP4B', 'TMEM199', 'MARVELD2', 'FAM91A1', 'FAM171B', 'RELL1', 'STX5', 'PPEF2', 'TPTE', 'CD79B', 'NUP54', 'PDK2', 'NDUFS6', 'CLPB', 'PDK3', 'ZNF696', 'DEFB121', 'TMEM206', 'COPG1', 'ZFPL1', 'PLXDC2', 'MGST3', 'COMMD8', 'SIGLECL1', 'NDUFS7', 'VSIG1', 'SLC22A6', 'ACSM5', 'SPPL2B', 'C3AR1', 'ZNRF4', 'OPRM1', 'CCDC115', 'VAC14', 'NUS1', 'ACAD9', 'VAMP2', 'CHRND', 'DLK2', 'SLC39A8', 'OTC', 'EXOC2', 'VAMP1', 'HAX1', 'RIPK4', 'NDUFS2', 'NDUFS3', 'LRBA', 'RCN2', 'RAB6A', 'OPTN', 'ATP5A1', 'ERLIN1', 'ATP6V1A', 'SEC61B']",0.3403030295890098
